person_id,zone_id,nearest_station_id,walking_distance_m,walking_time_min,price_eur,availability,purpose,choice
517,7,26,318.6,3.98,1,0.474,leisure,0
518,27,21,1973.8,24.67,1.25,0.713,shopping,0
519,70,14,1900.2,23.75,1,0.22,leisure,0
520,48,19,520,6.5,1.25,0.845,leisure,1
521,77,27,364.8,4.56,1,0.98,commute,1
522,38,23,1541,19.26,0.75,0.683,study,0
523,76,2,378.9,4.74,1,0.555,shopping,0
524,15,26,1351.3,16.89,1.25,0.419,commute,1
525,3,12,679.6,8.49,0.75,0.555,leisure,0
526,59,28,2796.8,34.96,1.75,0.765,commute,0
527,43,28,3308.8,41.36,1.5,0.731,study,0
528,36,13,1414.8,17.69,1,0.616,leisure,0
529,58,26,1450.6,18.13,1.75,0.37,leisure,0
530,46,21,1246.1,15.58,1.25,0.472,commute,1
531,28,30,296.7,3.71,1.5,0.392,commute,1
532,19,17,514,6.43,0.75,0.563,commute,1
533,7,26,375.9,4.7,1.25,0.499,commute,1
534,28,30,304.5,3.81,1,0.363,leisure,1
535,34,13,1760.1,22,0.5,0.858,study,0
536,24,21,1442.4,18.03,1.25,0.816,leisure,0
537,41,26,2143.6,26.79,1,0.717,leisure,1
538,58,26,1406.8,17.59,1,0.651,leisure,0
539,64,28,280.8,3.51,1.25,0.833,study,0
540,50,25,1853.5,23.17,0.75,0.525,commute,0
541,67,25,1183.5,14.79,1.75,0.687,commute,1
542,31,12,494.9,6.19,1.75,0.326,commute,0
543,76,2,527,6.59,2,0.405,commute,1
544,42,19,1189.1,14.86,1,0.671,leisure,0
545,16,25,1778.6,22.23,1,0.839,commute,0
546,80,26,610.6,7.63,0.5,0.518,study,0
547,40,3,1264.9,15.81,1,0.387,leisure,0
548,9,19,658.5,8.23,1,0.871,study,1
549,12,8,1295.7,16.2,1,0.711,commute,0
550,56,14,1058.5,13.23,1,0.368,commute,1
551,23,28,854.8,10.69,1.5,0.626,commute,1
552,27,21,2165.4,27.07,1.25,0.704,commute,0
553,57,25,776,9.7,0.75,0.812,shopping,1
554,74,11,389.4,4.87,1.75,0.79,commute,1
555,55,10,1107.5,13.84,1,0.504,commute,1
556,64,28,320.6,4.01,2,0.745,leisure,1
557,79,28,630.5,7.88,1,0.721,commute,1
558,17,3,2078.3,25.98,1.25,0.143,shopping,0
559,40,3,1519.2,18.99,1.5,0.414,study,0
560,52,2,699.8,8.75,0.75,0.494,commute,0
561,5,28,1563.6,19.54,0.75,0.782,commute,0
562,77,27,325,4.06,0.5,0.453,commute,1
563,50,25,1220.9,15.26,1.25,0.956,commute,1
564,68,11,160.4,2.01,0.75,0.784,study,0
565,5,28,1672.1,20.9,1,0.757,commute,0
566,50,25,1759.8,22,0.75,0.821,study,0
567,41,26,2003,25.04,1.25,0.786,study,0
568,77,27,326.9,4.09,0.5,0.809,study,1
569,41,26,1809,22.61,1.25,0.625,leisure,0
570,10,11,1114.9,13.94,1,0.864,commute,0
571,42,19,1282.2,16.03,1.5,0.63,shopping,1
572,12,8,1285.1,16.06,1,0.814,commute,0
573,52,2,652.4,8.15,1.5,0.385,study,0
574,59,28,4097.6,51.22,0.5,0.642,shopping,0
575,24,21,2240.7,28.01,1.75,0.793,leisure,0
576,25,10,1501.5,18.77,1.5,0.673,study,0
577,35,8,386,4.82,0.5,0.572,leisure,0
578,27,21,2281.9,28.52,1.5,0.648,commute,0
579,19,17,360,4.5,1.25,0.552,commute,1
580,36,13,1328.8,16.61,1.75,0.803,study,0
581,22,20,1268.9,15.86,0.75,0.352,commute,0
582,29,24,399.1,4.99,1.25,0.532,leisure,0
583,62,28,653.3,8.17,1,0.672,commute,1
584,24,21,1863.2,23.29,0.75,0.808,leisure,0
585,59,28,3805.5,47.57,0.5,0.546,commute,0
586,38,23,1203.3,15.04,1.25,0.76,study,0
587,18,21,511.7,6.4,1,0.782,shopping,1
588,67,25,1775.3,22.19,1,0.864,leisure,0
589,46,21,1639.6,20.5,2,0.722,leisure,0
590,54,14,1346.8,16.84,1.5,0.468,study,0
591,31,12,656.5,8.21,0.5,0.543,study,1
592,18,21,495.6,6.19,1.5,0.644,study,1
593,26,14,447.9,5.6,2,0.537,study,0
594,8,8,334.5,4.18,0.75,0.486,leisure,0
595,67,25,1265.3,15.82,0.5,0.806,commute,1
596,45,28,1039.8,13,0.5,0.625,commute,0
597,12,8,1502.4,18.78,1.25,0.732,study,0
598,65,28,565.6,7.07,1.25,0.652,study,0
599,25,10,1086.1,13.58,2,0.976,study,0
600,70,14,1416.5,17.71,1.25,0.344,leisure,0
601,24,21,1974.1,24.68,1,0.948,study,0
602,75,10,1262.2,15.78,1.25,0.781,commute,0
603,17,3,1573.2,19.67,1.25,0.265,commute,1
604,1,19,1712,21.4,1.25,0.825,study,0
605,38,23,1680.7,21.01,1.25,0.95,commute,0
606,66,17,1114,13.93,1.75,0.574,commute,0
607,16,25,1616.5,20.21,1,0.48,commute,0
608,25,10,1282.3,16.03,1,0.63,study,0
609,10,11,876.5,10.96,2,0.888,leisure,0
610,9,19,1044,13.05,0.5,0.852,commute,0
611,16,25,1222.9,15.29,1,0.676,shopping,0
612,1,19,1362.4,17.03,1,0.808,study,0
613,5,28,1640.1,20.5,1.25,0.971,study,0
614,46,21,1729.4,21.62,1.25,0.646,shopping,0
615,46,21,1664.7,20.81,1.5,0.523,study,1
616,59,28,3658.4,45.73,1.25,0.756,leisure,0
617,12,8,1986.8,24.83,1,0.413,commute,0
618,64,28,419.6,5.25,1.75,0.783,commute,1
619,15,26,1568.3,19.6,0.5,0.592,commute,1
620,53,5,1788.7,22.36,1.5,0.98,leisure,0
621,78,26,1011,12.64,1,0.683,commute,1
622,62,28,671.3,8.39,0.75,0.854,shopping,0
623,29,24,244.2,3.05,1,0.644,commute,1
624,27,21,2212.2,27.65,1,0.838,leisure,0
625,50,25,1287.5,16.09,0.75,0.807,commute,1
626,37,30,2174.7,27.18,1.75,0.35,commute,0
627,67,25,1905.7,23.82,1.25,0.648,leisure,0
628,71,19,2233.6,27.92,1,0.745,study,0
629,40,3,1490.9,18.64,1.25,0.153,commute,1
630,68,11,195.8,2.45,0.75,0.427,commute,1
631,14,25,1788.2,22.35,2,0.49,commute,0
632,13,1,800.1,10,1.75,0.71,commute,1
633,2,8,353.9,4.42,1,0.605,leisure,1
634,27,21,1821,22.76,0.75,0.628,study,0
635,26,14,423.2,5.29,1,0.407,commute,1
636,45,28,1163.4,14.54,1,0.651,commute,0
637,26,14,317.2,3.97,1,0.202,shopping,1
638,65,28,549.6,6.87,0.5,0.879,leisure,1
639,13,1,1212.9,15.16,1.25,0.664,commute,1
640,77,27,601.3,7.52,0.75,0.575,commute,0
641,24,21,1465.1,18.31,2,0.708,study,0
642,16,25,1299.3,16.24,1.25,0.749,leisure,1
643,64,28,374.6,4.68,2,0.782,commute,0
644,33,18,634.5,7.93,1.5,0.593,leisure,0
645,57,25,830.6,10.38,0.75,0.803,leisure,1
646,27,21,1808.2,22.6,1.25,0.81,commute,0
647,58,26,1479.9,18.5,1,0.549,commute,1
648,27,21,2119.3,26.49,1.75,0.898,leisure,0
649,47,19,2109.7,26.37,1,0.675,shopping,0
650,35,8,474,5.93,2,0.654,study,1
651,26,14,349.9,4.37,1.5,0.418,commute,0
652,72,28,1407.3,17.59,0.5,0.634,commute,0
653,71,19,1514.9,18.94,1,0.719,commute,1
654,75,10,1429.2,17.86,2,0.667,leisure,0
655,38,23,1678.1,20.98,2,0.965,commute,0
656,57,25,613.6,7.67,1.5,0.866,commute,0
657,28,30,342,4.28,0.75,0.586,study,1
658,13,1,1113.5,13.92,1.75,0.844,leisure,0
659,24,21,1376.2,17.2,1.75,0.539,study,0
660,24,21,1639.4,20.49,1.75,0.894,leisure,0
661,45,28,988.8,12.36,1.75,0.502,leisure,0
662,69,4,2121.5,26.52,1,0.561,commute,0
663,79,28,1066.9,13.34,1.5,0.675,commute,1
664,16,25,1770.4,22.13,2,0.529,commute,0
665,56,14,1523.7,19.05,2,0.232,commute,1
666,13,1,1318.8,16.49,0.5,0.756,commute,0
667,14,25,1326.9,16.59,1.25,0.657,commute,0
668,77,27,499.6,6.24,1.5,0.641,commute,1
669,5,28,1483.9,18.55,0.5,0.98,leisure,1
670,13,1,733.9,9.17,0.75,0.632,commute,0
671,48,19,487.1,6.09,1.25,0.699,commute,0
672,8,8,358.2,4.48,1,0.552,study,1
673,70,14,1376.2,17.2,1.5,0.24,commute,0
674,46,21,1589.1,19.86,0.75,0.753,leisure,0
675,38,23,1211.7,15.15,1,0.835,leisure,0
676,28,30,256.6,3.21,1.75,0.572,commute,1
677,47,19,2251.8,28.15,1,0.874,commute,0
678,48,19,650.4,8.13,1.5,0.828,leisure,0
679,37,30,2406.4,30.08,0.75,0.491,commute,0
680,74,11,434.4,5.43,1.25,0.797,commute,0
681,22,20,1098.3,13.73,1,0.624,commute,0
682,35,8,417.9,5.22,1,0.56,commute,0
683,24,21,2141.9,26.77,1.25,0.652,study,0
684,10,11,1052.7,13.16,1.25,0.98,commute,1
685,27,21,1733.1,21.66,1.5,0.792,commute,0
686,28,30,364.6,4.56,0.5,0.437,leisure,0
687,22,20,1250.3,15.63,1.25,0.396,leisure,0
688,28,30,211.5,2.64,1,0.35,leisure,0
689,17,3,1456.3,18.2,0.75,0.429,commute,1
690,34,13,1899.8,23.75,1,0.799,study,0
691,8,8,394.3,4.93,1.75,0.541,study,1
692,50,25,1369.3,17.12,0.75,0.657,study,1
693,27,21,1799.6,22.49,1.25,0.743,study,0
694,10,11,871.1,10.89,1,0.726,shopping,0
695,51,15,788.8,9.86,1,0.608,commute,1
696,6,28,1740.8,21.76,0.5,0.697,study,1
697,14,25,1063.2,13.29,1.25,0.86,leisure,1
698,11,23,2223.8,27.8,2,0.844,leisure,0
699,14,25,1261.5,15.77,0.75,0.614,leisure,1
700,18,21,406.6,5.08,1.5,0.909,study,1
701,10,11,806.9,10.09,0.75,0.773,study,1
702,61,10,627.4,7.84,0.75,0.594,commute,1
703,8,8,491.2,6.14,1.5,0.535,leisure,0
704,78,26,844.4,10.55,1,0.524,leisure,0
705,35,8,507.4,6.34,1.25,0.555,leisure,1
706,25,10,935.4,11.69,1.25,0.701,leisure,0
707,68,11,238.3,2.98,1.25,0.653,study,1
708,23,28,552.4,6.91,0.75,0.622,study,0
709,40,3,1483.5,18.54,1,0.514,commute,0
710,40,3,1627.8,20.35,1.5,0.163,leisure,0
711,64,28,332.1,4.15,2,0.603,leisure,0
712,18,21,545.1,6.81,1.25,0.748,study,0
713,74,11,456,5.7,0.75,0.606,commute,1
714,12,8,1000.9,12.51,0.5,0.611,commute,1
715,23,28,963,12.04,0.5,0.98,leisure,0
716,42,19,1440.1,18,1.75,0.758,commute,0
717,32,23,859.5,10.74,1,0.73,shopping,0
718,32,23,979.6,12.24,1.25,0.589,leisure,0
719,5,28,2032.7,25.41,1,0.827,commute,0
720,40,3,1597,19.96,1.25,0.393,leisure,0
721,27,21,1827.3,22.84,0.75,0.887,commute,1
722,63,11,361.2,4.51,1,0.732,commute,1
723,46,21,1198.1,14.98,1.5,0.652,study,0
724,59,28,2760,34.5,1.5,0.907,leisure,0
725,34,13,2475,30.94,1,0.562,commute,0
726,39,19,1011.6,12.65,0.75,0.637,leisure,0
727,24,21,1573.1,19.66,0.5,0.753,study,1
728,67,25,1344.3,16.8,1,0.902,study,1
729,70,14,1273.5,15.92,1.75,0.05,commute,0
730,57,25,545.4,6.82,1.75,0.777,commute,1
731,16,25,1916.3,23.95,0.75,0.69,commute,1
732,23,28,742.4,9.28,1.25,0.764,study,0
733,43,28,2398.4,29.98,0.75,0.754,shopping,0
734,58,26,1329.7,16.62,0.75,0.623,commute,0
735,50,25,1726.5,21.58,0.75,0.98,study,0
736,47,19,2220.5,27.76,1.25,0.765,commute,0
737,37,30,1860.8,23.26,2,0.56,leisure,0
738,42,19,1298.6,16.23,0.75,0.754,study,1
739,48,19,718.2,8.98,1.5,0.788,leisure,1
740,8,8,403.5,5.04,1.25,0.59,shopping,1
741,27,21,1824.9,22.81,1,0.659,study,1
742,64,28,370.9,4.64,1.25,0.946,leisure,1
743,69,4,1897.3,23.72,1,0.462,commute,0
744,77,27,532,6.65,0.5,0.853,commute,1
745,24,21,1577.9,19.72,1,0.59,shopping,0
746,31,12,632.4,7.9,1.75,0.461,commute,1
747,6,28,1870.2,23.38,1,0.706,study,0
748,72,28,1461.5,18.27,1,0.743,leisure,1
749,73,23,2401.6,30.02,1,0.894,shopping,0
750,14,25,1189.6,14.87,1,0.599,commute,0
751,15,26,1910.3,23.88,1.5,0.66,study,0
752,6,28,2412.4,30.15,1.5,0.654,commute,0
753,25,10,1321.4,16.52,1.5,0.635,commute,0
754,79,28,854.7,10.68,1.5,0.91,commute,1
755,5,28,1492,18.65,0.5,0.538,commute,1
756,75,10,2035.7,25.45,1.75,0.582,commute,0
757,69,4,1681.6,21.02,1,0.335,study,0
758,22,20,1405,17.56,1.25,0.21,study,0
759,77,27,385.8,4.82,0.5,0.674,commute,1
760,42,19,1142.2,14.28,1,0.633,leisure,1
761,38,23,1640.2,20.5,0.5,0.868,study,1
762,40,3,1607.9,20.1,1.25,0.202,leisure,0
763,59,28,2845.4,35.57,1.75,0.714,commute,0
764,74,11,507.8,6.35,1.5,0.693,study,1
765,52,2,763.1,9.54,0.5,0.44,study,1
766,6,28,2147.4,26.84,1.25,0.7,commute,0
767,40,3,1710,21.37,1.5,0.251,study,0
768,9,19,1024.2,12.8,1.25,0.896,study,1
769,45,28,1294.2,16.18,1.25,0.923,shopping,0
770,24,21,1960.6,24.51,1.75,0.808,commute,0
771,29,24,356.8,4.46,1,0.585,commute,1
772,52,2,546,6.83,1,0.611,commute,1
773,22,20,1463.9,18.3,0.5,0.488,leisure,0
774,22,20,1326.6,16.58,1.5,0.603,commute,1
775,63,11,519.7,6.5,0.5,0.679,commute,1
776,62,28,840.3,10.5,2,0.891,shopping,1
777,26,14,382,4.78,2,0.529,commute,1
778,40,3,2310.7,28.88,1.25,0.288,leisure,0
779,32,23,795.1,9.94,2,0.98,commute,1
780,63,11,340,4.25,1,0.66,commute,1
781,47,19,1535.1,19.19,1.75,0.832,commute,1
782,42,19,1329.3,16.62,1.75,0.95,study,0
783,68,11,186.8,2.33,1,0.81,study,0
784,17,3,1461.6,18.27,1.25,0.451,study,0
785,67,25,1212.4,15.15,1.5,0.675,commute,1
786,5,28,1766.5,22.08,1,0.892,leisure,0
787,16,25,1324.8,16.56,1,0.594,commute,1
788,10,11,1265.3,15.82,1.5,0.768,study,1
789,10,11,1424.3,17.8,0.75,0.624,commute,0
790,11,23,2012.3,25.15,1,0.905,commute,0
791,32,23,676.4,8.45,0.75,0.642,study,0
792,59,28,3430.8,42.89,0.75,0.898,commute,0
793,56,14,1575,19.69,0.75,0.241,commute,0
794,62,28,768.1,9.6,1.25,0.652,study,1
795,43,28,3331.7,41.65,1.75,0.794,leisure,0
796,40,3,1389.8,17.37,1,0.472,study,0
797,62,28,1290.6,16.13,0.75,0.825,commute,0
798,52,2,823.3,10.29,1.25,0.226,commute,1
799,41,26,1252.3,15.65,0.5,0.675,study,1
800,54,14,1679.2,20.99,1.75,0.363,leisure,0
801,50,25,738.1,9.23,1.75,0.809,study,1
802,27,21,1469.8,18.37,1,0.645,leisure,0
803,58,26,1453.2,18.16,1.75,0.702,study,0
804,40,3,1545.2,19.32,1.5,0.424,leisure,0
805,38,23,1676.4,20.95,1.25,0.814,commute,1
806,34,13,1943.9,24.3,1.75,0.955,commute,0
807,40,3,1334.4,16.68,1,0.192,commute,1
808,77,27,363.3,4.54,0.5,0.679,commute,1
809,54,14,1401.5,17.52,1.75,0.391,commute,0
810,50,25,1401.3,17.52,1,0.654,study,0
811,58,26,1492.2,18.65,1.25,0.664,commute,0
812,57,25,648.6,8.11,1,0.815,leisure,1
813,18,21,552.4,6.9,0.75,0.963,leisure,1
814,23,28,662.4,8.28,1,0.627,commute,0
815,58,26,903,11.29,1.25,0.67,commute,0
816,5,28,1502.1,18.78,1,0.489,study,0
817,17,3,1827.8,22.85,0.75,0.408,leisure,0
818,76,2,466.7,5.83,1.75,0.471,study,0
819,45,28,1216.9,15.21,1.5,0.581,commute,1
820,27,21,2215.8,27.7,1.75,0.85,shopping,0
821,9,19,885.4,11.07,1,0.666,commute,1
822,18,21,646.4,8.08,1,0.569,commute,0
823,22,20,1203.4,15.04,1.5,0.455,study,0
824,79,28,783.1,9.79,1.25,0.816,commute,1
825,74,11,492.9,6.16,0.75,0.847,leisure,1
826,40,3,1928.5,24.11,1,0.409,leisure,0
827,39,19,1271.5,15.89,1.25,0.772,leisure,0
828,12,8,1048.6,13.11,0.75,0.638,study,1
829,27,21,2013.6,25.17,0.5,0.98,leisure,0
830,58,26,1498.5,18.73,1.5,0.718,commute,1
831,7,26,419.6,5.25,1.25,0.54,commute,0
832,14,25,1281.7,16.02,1,0.862,shopping,1
833,40,3,1913.2,23.91,1.25,0.392,commute,0
834,45,28,1624.2,20.3,1,0.69,leisure,0
835,68,11,292.5,3.66,1.75,0.895,commute,0
836,18,21,610.4,7.63,1.5,0.725,study,0
837,80,26,715.2,8.94,1,0.445,shopping,1
838,40,3,1384.9,17.31,1.5,0.472,study,0
839,24,21,1477.2,18.47,1.5,0.961,leisure,0
840,3,12,608.1,7.6,1,0.554,leisure,0
841,7,26,237.8,2.97,1.25,0.448,leisure,1
842,47,19,2044.1,25.55,1,0.848,commute,0
843,65,28,712.9,8.91,0.5,0.632,leisure,1
844,27,21,2540.5,31.76,1,0.775,leisure,0
845,48,19,499.5,6.24,1.25,0.792,study,1
846,35,8,321,4.01,1,0.69,commute,1
847,24,21,2348.1,29.35,0.75,0.884,leisure,0
848,71,19,1813.8,22.67,1.25,0.755,leisure,0
849,5,28,1617.4,20.22,1.5,0.678,commute,0
850,28,30,406.1,5.08,1.25,0.524,commute,1
851,34,13,2169.8,27.12,1.25,0.837,leisure,0
852,79,28,591.4,7.39,1,0.754,commute,1
853,71,19,2741.9,34.27,1,0.745,shopping,0
854,33,18,653.3,8.17,1.75,0.309,commute,0
855,22,20,1145.1,14.31,0.75,0.625,leisure,0
856,8,8,450.7,5.63,0.75,0.377,study,0
857,16,25,1464.9,18.31,1.75,0.711,leisure,1
858,5,28,1804.6,22.56,0.75,0.69,study,1
859,32,23,977.5,12.22,0.5,0.805,study,1
860,5,28,2019.1,25.24,0.5,0.728,commute,1
861,57,25,751.8,9.4,1,0.552,shopping,0
862,6,28,1522.3,19.03,1.5,0.66,commute,0
863,57,25,887.6,11.1,1,0.841,commute,1
864,51,15,686.3,8.58,1,0.686,commute,0
865,23,28,787.9,9.85,1.5,0.649,commute,1
866,53,5,1400.2,17.5,1.25,0.622,leisure,0
867,35,8,451.7,5.65,1,0.889,commute,1
868,77,27,434.2,5.43,0.75,0.817,commute,1
869,13,1,945.1,11.81,1.5,0.622,commute,0
870,36,13,1674.6,20.93,1,0.684,study,1
871,28,30,231.9,2.9,1,0.602,leisure,1
872,46,21,1524.1,19.05,1,0.639,commute,0
873,72,28,1186.3,14.83,0.5,0.709,study,0
874,18,21,353,4.41,1.5,0.861,shopping,1
875,6,28,1615.8,20.2,1.25,0.719,leisure,0
876,40,3,2184.8,27.31,1,0.269,commute,1
877,54,14,1868.6,23.36,1,0.346,shopping,0
878,45,28,1231,15.39,1.5,0.764,leisure,0
879,53,5,1105.6,13.82,1,0.678,leisure,1
880,6,28,1318.3,16.48,1.25,0.733,commute,1
881,35,8,461.8,5.77,1.75,0.682,study,0
882,18,21,603.5,7.54,1,0.854,leisure,1
883,46,21,1058,13.22,2,0.613,leisure,0
884,77,27,507.8,6.35,1.5,0.873,leisure,0
885,23,28,1063.9,13.3,1,0.826,commute,0
886,18,21,531.5,6.64,1,0.785,leisure,1
887,6,28,1449.2,18.12,1.5,0.738,study,0
888,18,21,431.5,5.39,1,0.637,commute,0
889,67,25,1326.4,16.58,0.75,0.505,study,0
890,65,28,551.1,6.89,0.5,0.893,leisure,0
891,10,11,900,11.25,1.25,0.661,commute,1
892,29,24,485.4,6.07,1,0.582,commute,1
893,58,26,1174.7,14.68,1,0.492,commute,1
894,58,26,1516.9,18.96,1,0.332,shopping,1
895,78,26,772.1,9.65,0.75,0.511,commute,0
896,45,28,1222.7,15.28,1.25,0.751,leisure,0
897,41,26,2692,33.65,0.75,0.552,leisure,0
898,37,30,2067.9,25.85,0.75,0.318,study,0
899,37,30,1785.5,22.32,2,0.466,commute,0
900,72,28,1384.6,17.31,1.5,0.664,leisure,1
901,24,21,1904,23.8,1,0.776,commute,0
902,18,21,493.5,6.17,1.25,0.686,commute,0
903,5,28,2227.8,27.85,1,0.769,commute,0
904,22,20,1167.2,14.59,1.75,0.656,commute,0
905,64,28,325.8,4.07,0.5,0.719,leisure,0
906,12,8,1664.5,20.81,1,0.54,commute,1
907,68,11,234.3,2.93,1.75,0.799,commute,1
908,26,14,258.9,3.24,0.5,0.446,study,0
909,77,27,458.3,5.73,1,0.681,commute,1
910,58,26,1373.2,17.17,1.25,0.488,study,0
911,53,5,1521.5,19.02,1.25,0.833,leisure,0
912,29,24,299.5,3.74,1,0.723,leisure,0
913,58,26,1259.5,15.74,1,0.349,leisure,0
914,5,28,1885.1,23.56,1,0.835,study,0
915,62,28,863.9,10.8,1.25,0.792,commute,0
916,78,26,1023.1,12.79,1.25,0.51,study,0
917,35,8,376.1,4.7,1,0.684,leisure,0
918,42,19,1278.4,15.98,1.25,0.963,leisure,1
919,64,28,246.9,3.09,0.75,0.757,shopping,1
920,19,17,447.8,5.6,0.5,0.418,commute,1
921,54,14,1081.5,13.52,2,0.581,commute,0
922,65,28,755.5,9.44,2,0.791,leisure,1
923,18,21,572.3,7.15,0.5,0.514,commute,1
924,50,25,975.6,12.19,0.75,0.597,leisure,0
925,61,10,778.7,9.73,1.25,0.688,commute,0
926,14,25,1427.2,17.84,1,0.699,commute,0
927,67,25,1103.7,13.8,0.75,0.652,commute,0
928,65,28,638.3,7.98,1,0.603,commute,1
929,15,26,1260,15.75,1.25,0.584,commute,0
930,35,8,298.5,3.73,1.25,0.607,commute,1
931,60,10,1158.4,14.48,1,0.667,commute,1
932,31,12,674.7,8.43,1,0.475,study,0
933,65,28,694,8.68,0.75,0.72,leisure,0
934,23,28,654.3,8.18,1.5,0.706,study,1
935,67,25,1432.4,17.9,1,0.839,commute,1
936,24,21,1505.6,18.82,1.25,0.773,commute,1
937,27,21,2002.9,25.04,0.75,0.642,commute,1
938,56,14,1147.1,14.34,1.75,0.312,shopping,0
939,23,28,988.7,12.36,0.5,0.507,commute,1
940,41,26,1614.2,20.18,1.25,0.546,commute,0
941,9,19,820.7,10.26,1.75,0.916,study,1
942,13,1,1192.3,14.9,0.5,0.806,commute,1
943,63,11,410.6,5.13,1,0.916,shopping,1
944,78,26,823.5,10.29,1,0.723,commute,0
945,35,8,490.3,6.13,1,0.586,shopping,1
946,11,23,2359.7,29.5,1,0.761,commute,0
947,38,23,993,12.41,1,0.959,commute,1
948,77,27,389.5,4.87,1,0.675,leisure,1
949,73,23,3006.8,37.59,1,0.778,study,0
950,52,2,471.9,5.9,1,0.5,leisure,1
951,77,27,590.8,7.38,1.25,0.621,commute,1
952,43,28,2595.5,32.44,1.25,0.629,leisure,0
953,1,19,1989.9,24.87,1.5,0.73,study,0
954,73,23,2377.1,29.71,1,0.695,commute,0
955,16,25,1254,15.67,1.25,0.537,commute,0
956,2,8,378.4,4.73,1,0.778,commute,1
957,28,30,356,4.45,1.5,0.439,study,1
958,67,25,1495.2,18.69,1.5,0.827,commute,0
959,24,21,2135.9,26.7,1,0.696,commute,0
960,22,20,1800.4,22.51,2,0.642,shopping,0
961,23,28,949,11.86,1.5,0.761,commute,0
962,31,12,626.7,7.83,1,0.445,commute,0
963,58,26,985.2,12.32,1.75,0.61,commute,1
964,46,21,1727.3,21.59,1,0.733,commute,1
965,16,25,1471.3,18.39,1,0.843,commute,1
966,24,21,1772.6,22.16,0.5,0.922,commute,1
967,35,8,321.6,4.02,1,0.667,commute,1
968,57,25,560.8,7.01,2,0.724,commute,1
969,74,11,335.9,4.2,1,0.842,commute,0
970,45,28,1611.7,20.15,0.5,0.703,commute,0
971,24,21,2190,27.38,1.5,0.791,commute,0
972,79,28,687.3,8.59,2,0.825,commute,1
973,13,1,900.7,11.26,1,0.562,study,0
974,69,4,1684.7,21.06,1.75,0.533,commute,0
975,26,14,423.7,5.3,2,0.411,commute,0
976,77,27,363.5,4.54,1.25,0.803,shopping,1
977,14,25,1085.4,13.57,0.5,0.749,commute,1
978,26,14,292.9,3.66,1.25,0.39,leisure,1
979,6,28,2451.5,30.64,1,0.551,leisure,1
980,72,28,1265,15.81,2,0.829,commute,1
981,11,23,2416.4,30.21,1.25,0.971,shopping,0
982,43,28,2167.5,27.09,2,0.642,leisure,0
983,16,25,1494.2,18.68,1.25,0.611,shopping,0
984,77,27,575.5,7.19,0.75,0.819,commute,1
985,50,25,1038.2,12.98,1.5,0.677,study,1
986,32,23,1109.8,13.87,0.75,0.595,commute,0
987,3,12,514,6.42,1,0.546,commute,0
988,10,11,1130.6,14.13,1,0.577,leisure,0
989,48,19,541.5,6.77,1.25,0.765,commute,0
990,32,23,1127.1,14.09,1.25,0.843,commute,1
991,58,26,1221.3,15.27,1.5,0.545,commute,0
992,48,19,422.6,5.28,1,0.916,commute,1
993,5,28,1547.9,19.35,1,0.506,study,1
994,3,12,746.7,9.33,0.5,0.48,leisure,1
995,18,21,465.4,5.82,1.25,0.773,leisure,1
996,42,19,1278.1,15.98,1.75,0.568,leisure,0
997,14,25,1656.4,20.71,1,0.557,commute,0
998,34,13,1905.2,23.81,0.5,0.667,commute,0
999,57,25,566.3,7.08,1,0.7,commute,1
1000,28,30,263.6,3.29,1.25,0.327,study,1
1001,8,8,334.3,4.18,1.25,0.621,study,1
1002,33,18,946.1,11.83,1.25,0.463,commute,0
1003,50,25,1523.5,19.04,1.25,0.751,study,0
1004,78,26,708.4,8.86,1.5,0.654,leisure,1
1005,75,10,1566.6,19.58,1,0.677,commute,0
1006,62,28,683.5,8.54,1,0.873,commute,1
1007,60,10,2227.2,27.84,1.25,0.514,leisure,0
1008,50,25,1534.2,19.18,1,0.588,shopping,0
1009,22,20,1156.5,14.46,1.5,0.399,commute,0
1010,17,3,1945.3,24.32,1,0.369,leisure,0
1011,46,21,2811.9,35.15,1.25,0.894,commute,0
1012,25,10,1068.9,13.36,2,0.58,shopping,1
1013,35,8,406.8,5.09,1.5,0.7,leisure,1
1014,46,21,1538.5,19.23,1,0.861,commute,0
1015,7,26,260.5,3.26,1.25,0.583,leisure,1
1016,17,3,1610.8,20.14,1.5,0.317,commute,0
1017,10,11,1009.5,12.62,1,0.871,leisure,1
1018,16,25,1591.6,19.89,1,0.848,leisure,1
1019,74,11,495.2,6.19,1.5,0.835,study,1
1020,54,14,1346.3,16.83,0.5,0.305,study,1
1021,27,21,1473.9,18.42,1.25,0.943,study,0
1022,69,4,1821.8,22.77,1.25,0.428,leisure,0
1023,16,25,1525.6,19.07,1.25,0.724,study,1
1024,52,2,481.9,6.02,2,0.407,commute,1
1025,62,28,778.3,9.73,0.75,0.872,leisure,1
1026,25,10,1543.8,19.3,1,0.582,study,0
1027,23,28,722.1,9.03,0.5,0.98,commute,0
1028,24,21,2110.4,26.38,2,0.98,shopping,0
1029,27,21,2029.4,25.37,1.25,0.826,shopping,1
1030,11,23,2412.2,30.15,1.25,0.827,commute,0
1031,32,23,1042.2,13.03,1.5,0.98,commute,0
1032,76,2,546.1,6.83,1.5,0.423,commute,1
1033,46,21,1469.9,18.37,0.75,0.737,leisure,0
1034,55,10,813.1,10.16,1.5,0.606,commute,1
1035,24,21,1480.7,18.51,1.5,0.869,shopping,0
