person_id,zone_id,alternative,station_id,walking_time_min,price_eur,availability,bike_option,chosen
744,20,station_19,19,154.077,1.25,0.9,1,0
744,20,station_25,25,95.28,0.9,0.666,1,0
744,20,station_28,28,36.427,0.9,0.755,1,0
745,43,outside,0,0.0,0.0,0.0,0,1
745,43,station_8,8,108.193,1.25,0.35,1,0
745,43,station_19,19,120.051,1.25,0.9,1,0
745,43,station_25,25,48.125,0.9,0.666,1,0
745,43,station_28,28,32.62,0.9,0.755,1,0
746,7,outside,0,0.0,0.0,0.0,0,1
746,7,station_8,8,85.244,1.25,0.35,1,0
746,7,station_19,19,55.162,1.25,0.9,1,0
746,7,station_25,25,37.637,0.9,0.666,1,0
746,7,station_28,28,98.08,0.9,0.755,1,0
747,57,outside,0,0.0,0.0,0.0,0,1
747,57,station_8,8,83.823,1.25,0.35,1,0
747,57,station_19,19,81.369,1.25,0.9,1,0
747,57,station_25,25,8.476,0.9,0.666,1,0
747,57,station_28,28,56.282,0.9,0.755,1,0
748,63,outside,0,0.0,0.0,0.0,0,1
748,63,station_8,8,30.308,1.25,0.35,1,0
748,63,station_19,19,74.577,1.25,0.9,1,0
748,63,station_25,25,78.28,0.9,0.666,1,0
748,63,station_28,28,64.16,0.9,0.755,1,0
749,31,outside,0,0.0,0.0,0.0,0,1
749,31,station_8,8,78.215,1.25,0.35,1,0
749,31,station_19,19,113.719,1.25,0.9,1,0
749,31,station_25,25,77.83,0.9,0.666,1,0
749,31,station_28,28,24.111,0.9,0.755,1,0
750,78,outside,0,0.0,0.0,0.0,0,1
750,78,station_8,8,85.507,1.25,0.35,1,0
750,78,station_19,19,51.361,1.25,0.9,1,0
750,78,station_25,25,44.406,0.9,0.666,1,0
750,78,station_28,28,104.032,0.9,0.755,1,0
751,48,outside,0,0.0,0.0,0.0,0,0
751,48,station_8,8,60.151,1.25,0.35,1,0
751,48,station_19,19,7.649,1.25,0.9,1,1
751,48,station_25,25,80.4,0.9,0.666,1,0
751,48,station_28,28,121.872,0.9,0.755,1,0
752,51,outside,0,0.0,0.0,0.0,0,1
752,51,station_8,8,46.117,1.25,0.35,1,0
752,51,station_19,19,95.044,1.25,0.9,1,0
752,51,station_25,25,95.245,0.9,0.666,1,0
752,51,station_28,28,65.741,0.9,0.755,1,0
753,79,outside,0,0.0,0.0,0.0,0,1
753,79,station_8,8,99.13,1.25,0.35,1,0
753,79,station_19,19,126.347,1.25,0.9,1,0
753,79,station_25,25,72.25,0.9,0.666,1,0
753,79,station_28,28,8.805,0.9,0.755,1,0
754,41,outside,0,0.0,0.0,0.0,0,1
754,41,station_8,8,84.6,1.25,0.35,1,0
754,41,station_19,19,44.709,1.25,0.9,1,0
754,41,station_25,25,54.471,0.9,0.666,1,0
754,41,station_28,28,112.197,0.9,0.755,1,0
755,17,outside,0,0.0,0.0,0.0,0,1
755,17,station_8,8,63.784,1.25,0.35,1,0
755,17,station_19,19,70.418,1.25,0.9,1,0
755,17,station_25,25,27.153,0.9,0.666,1,0
755,17,station_28,28,50.824,0.9,0.755,1,0
756,40,outside,0,0.0,0.0,0.0,0,1
756,40,station_8,8,50.28,1.25,0.35,1,0
756,40,station_19,19,63.179,1.25,0.9,1,0
756,40,station_25,25,39.841,0.9,0.666,1,0
756,40,station_28,28,54.545,0.9,0.755,1,0
757,49,outside,0,0.0,0.0,0.0,0,1
757,49,station_8,8,135.961,1.25,0.35,1,0
757,49,station_19,19,172.569,1.25,0.9,1,0
757,49,station_25,25,123.496,0.9,0.666,1,0
757,49,station_28,28,59.633,0.9,0.755,1,0
758,8,outside,0,0.0,0.0,0.0,0,1
758,8,station_8,8,4.571,1.25,0.35,1,0
758,8,station_19,19,49.873,1.25,0.9,1,0
758,8,station_25,25,83.221,0.9,0.666,1,0
758,8,station_28,28,89.191,0.9,0.755,1,0
759,43,outside,0,0.0,0.0,0.0,0,1
759,43,station_8,8,108.193,1.25,0.35,1,0
759,43,station_19,19,120.051,1.25,0.9,1,0
759,43,station_25,25,48.125,0.9,0.666,1,0
759,43,station_28,28,32.62,0.9,0.755,1,0
760,18,outside,0,0.0,0.0,0.0,0,1
760,18,station_8,8,57.722,1.25,0.35,1,0
760,18,station_19,19,85.165,1.25,0.9,1,0
760,18,station_25,25,54.276,0.9,0.666,1,0
760,18,station_28,28,34.63,0.9,0.755,1,0
761,57,outside,0,0.0,0.0,0.0,0,1
761,57,station_8,8,83.823,1.25,0.35,1,0
761,57,station_19,19,81.369,1.25,0.9,1,0
761,57,station_25,25,8.476,0.9,0.666,1,0
761,57,station_28,28,56.282,0.9,0.755,1,0
762,62,outside,0,0.0,0.0,0.0,0,0
762,62,station_8,8,101.631,1.25,0.35,1,0
762,62,station_19,19,125.187,1.25,0.9,1,0
762,62,station_25,25,66.178,0.9,0.666,1,0
762,62,station_28,28,10.43,0.9,0.755,1,1
763,72,outside,0,0.0,0.0,0.0,0,1
763,72,station_8,8,108.042,1.25,0.35,1,0
763,72,station_19,19,129.488,1.25,0.9,1,0
763,72,station_25,25,66.488,0.9,0.666,1,0
763,72,station_28,28,17.792,0.9,0.755,1,0
764,52,outside,0,0.0,0.0,0.0,0,1
764,52,station_8,8,87.473,1.25,0.35,1,0
764,52,station_19,19,129.185,1.25,0.9,1,0
764,52,station_25,25,99.326,0.9,0.666,1,0
764,52,station_28,28,42.06,0.9,0.755,1,0
765,8,outside,0,0.0,0.0,0.0,0,1
765,8,station_8,8,4.571,1.25,0.35,1,0
765,8,station_19,19,49.873,1.25,0.9,1,0
765,8,station_25,25,83.221,0.9,0.666,1,0
765,8,station_28,28,89.191,0.9,0.755,1,0
766,29,outside,0,0.0,0.0,0.0,0,1
766,29,station_8,8,90.575,1.25,0.35,1,0
766,29,station_19,19,126.377,1.25,0.9,1,0
766,29,station_25,25,86.174,0.9,0.666,1,0
766,29,station_28,28,24.94,0.9,0.755,1,0
767,16,outside,0,0.0,0.0,0.0,0,1
767,16,station_8,8,76.931,1.25,0.35,1,0
767,16,station_19,19,80.887,1.25,0.9,1,0
767,16,station_25,25,18.805,0.9,0.666,1,0
767,16,station_28,28,47.707,0.9,0.755,1,0
768,8,outside,0,0.0,0.0,0.0,0,0
768,8,station_8,8,4.571,1.25,0.35,1,1
768,8,station_19,19,49.873,1.25,0.9,1,0
768,8,station_25,25,83.221,0.9,0.666,1,0
768,8,station_28,28,89.191,0.9,0.755,1,0
769,7,outside,0,0.0,0.0,0.0,0,1
769,7,station_8,8,85.244,1.25,0.35,1,0
769,7,station_19,19,55.162,1.25,0.9,1,0
769,7,station_25,25,37.637,0.9,0.666,1,0
769,7,station_28,28,98.08,0.9,0.755,1,0
770,55,outside,0,0.0,0.0,0.0,0,1
770,55,station_8,8,70.571,1.25,0.35,1,0
770,55,station_19,19,22.336,1.25,0.9,1,0
770,55,station_25,25,98.744,0.9,0.666,1,0
770,55,station_28,28,139.9,0.9,0.755,1,0
771,58,outside,0,0.0,0.0,0.0,0,1
771,58,station_8,8,70.988,1.25,0.35,1,0
771,58,station_19,19,46.308,1.25,0.9,1,0
771,58,station_25,25,35.817,0.9,0.666,1,0
771,58,station_28,28,89.487,0.9,0.755,1,0
772,18,outside,0,0.0,0.0,0.0,0,1
772,18,station_8,8,57.722,1.25,0.35,1,0
772,18,station_19,19,85.165,1.25,0.9,1,0
772,18,station_25,25,54.276,0.9,0.666,1,0
772,18,station_28,28,34.63,0.9,0.755,1,0
773,64,outside,0,0.0,0.0,0.0,0,0
773,64,station_8,8,88.473,1.25,0.35,1,0
773,64,station_19,19,113.427,1.25,0.9,1,0
773,64,station_25,25,60.627,0.9,0.666,1,0
773,64,station_28,28,4.372,0.9,0.755,1,1
774,43,outside,0,0.0,0.0,0.0,0,1
774,43,station_8,8,108.193,1.25,0.35,1,0
774,43,station_19,19,120.051,1.25,0.9,1,0
774,43,station_25,25,48.125,0.9,0.666,1,0
774,43,station_28,28,32.62,0.9,0.755,1,0
775,51,outside,0,0.0,0.0,0.0,0,1
775,51,station_8,8,46.117,1.25,0.35,1,0
775,51,station_19,19,95.044,1.25,0.9,1,0
775,51,station_25,25,95.245,0.9,0.666,1,0
775,51,station_28,28,65.741,0.9,0.755,1,0
776,77,outside,0,0.0,0.0,0.0,0,0
776,77,station_8,8,15.566,1.25,0.35,1,1
776,77,station_19,19,38.912,1.25,0.9,1,0
776,77,station_25,25,76.359,0.9,0.666,1,0
776,77,station_28,28,90.868,0.9,0.755,1,0
777,28,outside,0,0.0,0.0,0.0,0,1
777,28,station_8,8,45.893,1.25,0.35,1,0
777,28,station_19,19,17.858,1.25,0.9,1,0
777,28,station_25,25,63.65,0.9,0.666,1,0
777,28,station_28,28,100.112,0.9,0.755,1,0
778,59,outside,0,0.0,0.0,0.0,0,1
778,59,station_8,8,101.758,1.25,0.35,1,0
778,59,station_19,19,111.107,1.25,0.9,1,0
778,59,station_25,25,38.654,0.9,0.666,1,0
778,59,station_28,28,35.203,0.9,0.755,1,0
779,68,outside,0,0.0,0.0,0.0,0,1
779,68,station_8,8,30.047,1.25,0.35,1,0
779,68,station_19,19,72.698,1.25,0.9,1,0
779,68,station_25,25,75.575,0.9,0.666,1,0
779,68,station_28,28,63.183,0.9,0.755,1,0
780,52,outside,0,0.0,0.0,0.0,0,1
780,52,station_8,8,87.473,1.25,0.35,1,0
780,52,station_19,19,129.185,1.25,0.9,1,0
780,52,station_25,25,99.326,0.9,0.666,1,0
780,52,station_28,28,42.06,0.9,0.755,1,0
781,37,outside,0,0.0,0.0,0.0,0,0
781,37,station_8,8,68.494,1.25,0.35,1,0
781,37,station_19,19,27.417,1.25,0.9,1,1
781,37,station_25,25,59.272,0.9,0.666,1,0
781,37,station_28,28,109.137,0.9,0.755,1,0
782,58,outside,0,0.0,0.0,0.0,0,1
782,58,station_8,8,70.988,1.25,0.35,1,0
782,58,station_19,19,46.308,1.25,0.9,1,0
782,58,station_25,25,35.817,0.9,0.666,1,0
782,58,station_28,28,89.487,0.9,0.755,1,0
783,27,outside,0,0.0,0.0,0.0,0,1
783,27,station_8,8,83.882,1.25,0.35,1,0
783,27,station_19,19,95.907,1.25,0.9,1,0
783,27,station_25,25,33.242,0.9,0.666,1,0
783,27,station_28,28,31.308,0.9,0.755,1,0
784,57,outside,0,0.0,0.0,0.0,0,0
784,57,station_8,8,83.823,1.25,0.35,1,0
784,57,station_19,19,81.369,1.25,0.9,1,0
784,57,station_25,25,8.476,0.9,0.666,1,1
784,57,station_28,28,56.282,0.9,0.755,1,0
785,77,outside,0,0.0,0.0,0.0,0,0
785,77,station_8,8,15.566,1.25,0.35,1,1
785,77,station_19,19,38.912,1.25,0.9,1,0
785,77,station_25,25,76.359,0.9,0.666,1,0
785,77,station_28,28,90.868,0.9,0.755,1,0
786,79,outside,0,0.0,0.0,0.0,0,1
786,79,station_8,8,99.13,1.25,0.35,1,0
786,79,station_19,19,126.347,1.25,0.9,1,0
786,79,station_25,25,72.25,0.9,0.666,1,0
786,79,station_28,28,8.805,0.9,0.755,1,0
787,22,outside,0,0.0,0.0,0.0,0,0
787,22,station_8,8,75.15,1.25,0.35,1,0
787,22,station_19,19,59.51,1.25,0.9,1,0
787,22,station_25,25,21.007,0.9,0.666,1,1
787,22,station_28,28,77.226,0.9,0.755,1,0
788,77,outside,0,0.0,0.0,0.0,0,1
788,77,station_8,8,15.566,1.25,0.35,1,0
788,77,station_19,19,38.912,1.25,0.9,1,0
788,77,station_25,25,76.359,0.9,0.666,1,0
788,77,station_28,28,90.868,0.9,0.755,1,0
789,36,outside,0,0.0,0.0,0.0,0,1
789,36,station_8,8,49.761,1.25,0.35,1,0
789,36,station_19,19,23.538,1.25,0.9,1,0
789,36,station_25,25,101.025,0.9,0.666,1,0
789,36,station_28,28,130.581,0.9,0.755,1,0
790,64,outside,0,0.0,0.0,0.0,0,0
790,64,station_8,8,88.473,1.25,0.35,1,0
790,64,station_19,19,113.427,1.25,0.9,1,0
790,64,station_25,25,60.627,0.9,0.666,1,0
790,64,station_28,28,4.372,0.9,0.755,1,1
791,27,outside,0,0.0,0.0,0.0,0,1
791,27,station_8,8,83.882,1.25,0.35,1,0
791,27,station_19,19,95.907,1.25,0.9,1,0
791,27,station_25,25,33.242,0.9,0.666,1,0
791,27,station_28,28,31.308,0.9,0.755,1,0
792,53,outside,0,0.0,0.0,0.0,0,1
792,53,station_8,8,107.748,1.25,0.35,1,0
792,53,station_19,19,153.115,1.25,0.9,1,0
792,53,station_25,25,125.618,0.9,0.666,1,0
792,53,station_28,28,65.388,0.9,0.755,1,0
793,67,outside,0,0.0,0.0,0.0,0,0
793,67,station_8,8,75.235,1.25,0.35,1,0
793,67,station_19,19,63.443,1.25,0.9,1,0
793,67,station_25,25,16.514,0.9,0.666,1,1
793,67,station_28,28,71.834,0.9,0.755,1,0
794,62,outside,0,0.0,0.0,0.0,0,0
794,62,station_8,8,101.631,1.25,0.35,1,0
794,62,station_19,19,125.187,1.25,0.9,1,0
794,62,station_25,25,66.178,0.9,0.666,1,0
794,62,station_28,28,10.43,0.9,0.755,1,1
795,50,outside,0,0.0,0.0,0.0,0,1
795,50,station_8,8,75.498,1.25,0.35,1,0
795,50,station_19,19,77.73,1.25,0.9,1,0
795,50,station_25,25,16.997,0.9,0.666,1,0
795,50,station_28,28,50.967,0.9,0.755,1,0
796,7,outside,0,0.0,0.0,0.0,0,1
796,7,station_8,8,85.244,1.25,0.35,1,0
796,7,station_19,19,55.162,1.25,0.9,1,0
796,7,station_25,25,37.637,0.9,0.666,1,0
796,7,station_28,28,98.08,0.9,0.755,1,0
797,67,outside,0,0.0,0.0,0.0,0,0
797,67,station_8,8,75.235,1.25,0.35,1,0
797,67,station_19,19,63.443,1.25,0.9,1,0
797,67,station_25,25,16.514,0.9,0.666,1,1
797,67,station_28,28,71.834,0.9,0.755,1,0
798,72,outside,0,0.0,0.0,0.0,0,1
798,72,station_8,8,108.042,1.25,0.35,1,0
798,72,station_19,19,129.488,1.25,0.9,1,0
798,72,station_25,25,66.488,0.9,0.666,1,0
798,72,station_28,28,17.792,0.9,0.755,1,0
799,77,outside,0,0.0,0.0,0.0,0,1
799,77,station_8,8,15.566,1.25,0.35,1,0
799,77,station_19,19,38.912,1.25,0.9,1,0
799,77,station_25,25,76.359,0.9,0.666,1,0
799,77,station_28,28,90.868,0.9,0.755,1,0
800,48,outside,0,0.0,0.0,0.0,0,1
800,48,station_8,8,60.151,1.25,0.35,1,0
800,48,station_19,19,7.649,1.25,0.9,1,0
800,48,station_25,25,80.4,0.9,0.666,1,0
800,48,station_28,28,121.872,0.9,0.755,1,0
801,67,outside,0,0.0,0.0,0.0,0,1
801,67,station_8,8,75.235,1.25,0.35,1,0
801,67,station_19,19,63.443,1.25,0.9,1,0
801,67,station_25,25,16.514,0.9,0.666,1,0
801,67,station_28,28,71.834,0.9,0.755,1,0
802,35,outside,0,0.0,0.0,0.0,0,1
802,35,station_8,8,5.157,1.25,0.35,1,0
802,35,station_19,19,56.506,1.25,0.9,1,0
802,35,station_25,25,92.499,0.9,0.666,1,0
802,35,station_28,28,94.18,0.9,0.755,1,0
803,15,outside,0,0.0,0.0,0.0,0,1
803,15,station_8,8,76.282,1.25,0.35,1,0
803,15,station_19,19,40.814,1.25,0.9,1,0
803,15,station_25,25,48.434,0.9,0.666,1,0
803,15,station_28,28,103.654,0.9,0.755,1,0
804,6,outside,0,0.0,0.0,0.0,0,1
804,6,station_8,8,98.145,1.25,0.35,1,0
804,6,station_19,19,113.947,1.25,0.9,1,0
804,6,station_25,25,48.196,0.9,0.666,1,0
804,6,station_28,28,21.955,0.9,0.755,1,0
805,22,outside,0,0.0,0.0,0.0,0,1
805,22,station_8,8,75.15,1.25,0.35,1,0
805,22,station_19,19,59.51,1.25,0.9,1,0
805,22,station_25,25,21.007,0.9,0.666,1,0
805,22,station_28,28,77.226,0.9,0.755,1,0
806,74,outside,0,0.0,0.0,0.0,0,1
806,74,station_8,8,32.229,1.25,0.35,1,0
806,74,station_19,19,75.711,1.25,0.9,1,0
806,74,station_25,25,77.248,0.9,0.666,1,0
806,74,station_28,28,62.103,0.9,0.755,1,0
807,54,outside,0,0.0,0.0,0.0,0,1
807,54,station_8,8,62.425,1.25,0.35,1,0
807,54,station_19,19,108.183,1.25,0.9,1,0
807,54,station_25,25,94.799,0.9,0.666,1,0
807,54,station_28,28,53.296,0.9,0.755,1,0
808,24,outside,0,0.0,0.0,0.0,0,1
808,24,station_8,8,59.502,1.25,0.35,1,0
808,24,station_19,19,71.183,1.25,0.9,1,0
808,24,station_25,25,33.7,0.9,0.666,1,0
808,24,station_28,28,47.589,0.9,0.755,1,0
809,8,outside,0,0.0,0.0,0.0,0,0
809,8,station_8,8,4.571,1.25,0.35,1,1
809,8,station_19,19,49.873,1.25,0.9,1,0
809,8,station_25,25,83.221,0.9,0.666,1,0
809,8,station_28,28,89.191,0.9,0.755,1,0
810,76,outside,0,0.0,0.0,0.0,0,1
810,76,station_8,8,84.21,1.25,0.35,1,0
810,76,station_19,19,124.474,1.25,0.9,1,0
810,76,station_25,25,93.218,0.9,0.666,1,0
810,76,station_28,28,36.679,0.9,0.755,1,0
811,56,outside,0,0.0,0.0,0.0,0,1
811,56,station_8,8,65.404,1.25,0.35,1,0
811,56,station_19,19,111.818,1.25,0.9,1,0
811,56,station_25,25,98.529,0.9,0.666,1,0
811,56,station_28,28,55.292,0.9,0.755,1,0
812,14,outside,0,0.0,0.0,0.0,0,0
812,14,station_8,8,69.896,1.25,0.35,1,0
812,14,station_19,19,67.32,1.25,0.9,1,0
812,14,station_25,25,17.838,0.9,0.666,1,1
812,14,station_28,28,60.29,0.9,0.755,1,0
813,17,outside,0,0.0,0.0,0.0,0,1
813,17,station_8,8,63.784,1.25,0.35,1,0
813,17,station_19,19,70.418,1.25,0.9,1,0
813,17,station_25,25,27.153,0.9,0.666,1,0
813,17,station_28,28,50.824,0.9,0.755,1,0
814,24,outside,0,0.0,0.0,0.0,0,1
814,24,station_8,8,59.502,1.25,0.35,1,0
814,24,station_19,19,71.183,1.25,0.9,1,0
814,24,station_25,25,33.7,0.9,0.666,1,0
814,24,station_28,28,47.589,0.9,0.755,1,0
815,72,outside,0,0.0,0.0,0.0,0,1
815,72,station_8,8,108.042,1.25,0.35,1,0
815,72,station_19,19,129.488,1.25,0.9,1,0
815,72,station_25,25,66.488,0.9,0.666,1,0
815,72,station_28,28,17.792,0.9,0.755,1,0
816,24,outside,0,0.0,0.0,0.0,0,0
816,24,station_8,8,59.502,1.25,0.35,1,0
816,24,station_19,19,71.183,1.25,0.9,1,0
816,24,station_25,25,33.7,0.9,0.666,1,1
816,24,station_28,28,47.589,0.9,0.755,1,0
817,5,outside,0,0.0,0.0,0.0,0,1
817,5,station_8,8,100.125,1.25,0.35,1,0
817,5,station_19,19,116.708,1.25,0.9,1,0
817,5,station_25,25,51.061,0.9,0.666,1,0
817,5,station_28,28,20.857,0.9,0.755,1,0
818,58,outside,0,0.0,0.0,0.0,0,1
818,58,station_8,8,70.988,1.25,0.35,1,0
818,58,station_19,19,46.308,1.25,0.9,1,0
818,58,station_25,25,35.817,0.9,0.666,1,0
818,58,station_28,28,89.487,0.9,0.755,1,0
819,34,outside,0,0.0,0.0,0.0,0,1
819,34,station_8,8,35.693,1.25,0.35,1,0
819,34,station_19,19,36.459,1.25,0.9,1,0
819,34,station_25,25,104.209,0.9,0.666,1,0
819,34,station_28,28,123.909,0.9,0.755,1,0
820,46,outside,0,0.0,0.0,0.0,0,1
820,46,station_8,8,50.091,1.25,0.35,1,0
820,46,station_19,19,85.489,1.25,0.9,1,0
820,46,station_25,25,66.439,0.9,0.666,1,0
820,46,station_28,28,42.432,0.9,0.755,1,0
821,22,outside,0,0.0,0.0,0.0,0,0
821,22,station_8,8,75.15,1.25,0.35,1,0
821,22,station_19,19,59.51,1.25,0.9,1,0
821,22,station_25,25,21.007,0.9,0.666,1,1
821,22,station_28,28,77.226,0.9,0.755,1,0
822,24,outside,0,0.0,0.0,0.0,0,1
822,24,station_8,8,59.502,1.25,0.35,1,0
822,24,station_19,19,71.183,1.25,0.9,1,0
822,24,station_25,25,33.7,0.9,0.666,1,0
822,24,station_28,28,47.589,0.9,0.755,1,0
823,27,outside,0,0.0,0.0,0.0,0,1
823,27,station_8,8,83.882,1.25,0.35,1,0
823,27,station_19,19,95.907,1.25,0.9,1,0
823,27,station_25,25,33.242,0.9,0.666,1,0
823,27,station_28,28,31.308,0.9,0.755,1,0
824,24,outside,0,0.0,0.0,0.0,0,1
824,24,station_8,8,59.502,1.25,0.35,1,0
824,24,station_19,19,71.183,1.25,0.9,1,0
824,24,station_25,25,33.7,0.9,0.666,1,0
824,24,station_28,28,47.589,0.9,0.755,1,0
825,62,outside,0,0.0,0.0,0.0,0,0
825,62,station_8,8,101.631,1.25,0.35,1,0
825,62,station_19,19,125.187,1.25,0.9,1,0
825,62,station_25,25,66.178,0.9,0.666,1,0
825,62,station_28,28,10.43,0.9,0.755,1,1
826,38,outside,0,0.0,0.0,0.0,0,0
826,38,station_8,8,122.799,1.25,0.35,1,0
826,38,station_19,19,142.992,1.25,0.9,1,0
826,38,station_25,25,75.759,0.9,0.666,1,0
826,38,station_28,28,32.057,0.9,0.755,1,1
827,21,outside,0,0.0,0.0,0.0,0,1
827,21,station_8,8,129.476,1.25,0.35,1,0
827,21,station_19,19,167.479,1.25,0.9,1,0
827,21,station_25,25,121.663,0.9,0.666,1,0
827,21,station_28,28,57.205,0.9,0.755,1,0
828,77,outside,0,0.0,0.0,0.0,0,1
828,77,station_8,8,15.566,1.25,0.35,1,0
828,77,station_19,19,38.912,1.25,0.9,1,0
828,77,station_25,25,76.359,0.9,0.666,1,0
828,77,station_28,28,90.868,0.9,0.755,1,0
829,78,outside,0,0.0,0.0,0.0,0,1
829,78,station_8,8,85.507,1.25,0.35,1,0
829,78,station_19,19,51.361,1.25,0.9,1,0
829,78,station_25,25,44.406,0.9,0.666,1,0
829,78,station_28,28,104.032,0.9,0.755,1,0
830,70,outside,0,0.0,0.0,0.0,0,1
830,70,station_8,8,75.014,1.25,0.35,1,0
830,70,station_19,19,122.596,1.25,0.9,1,0
830,70,station_25,25,108.626,0.9,0.666,1,0
830,70,station_28,28,60.868,0.9,0.755,1,0
831,61,outside,0,0.0,0.0,0.0,0,1
831,61,station_8,8,84.684,1.25,0.35,1,0
831,61,station_19,19,32.123,1.25,0.9,1,0
831,61,station_25,25,92.771,0.9,0.666,1,0
831,61,station_28,28,142.075,0.9,0.755,1,0
832,58,outside,0,0.0,0.0,0.0,0,1
832,58,station_8,8,70.988,1.25,0.35,1,0
832,58,station_19,19,46.308,1.25,0.9,1,0
832,58,station_25,25,35.817,0.9,0.666,1,0
832,58,station_28,28,89.487,0.9,0.755,1,0
833,36,outside,0,0.0,0.0,0.0,0,1
833,36,station_8,8,49.761,1.25,0.35,1,0
833,36,station_19,19,23.538,1.25,0.9,1,0
833,36,station_25,25,101.025,0.9,0.666,1,0
833,36,station_28,28,130.581,0.9,0.755,1,0
834,16,outside,0,0.0,0.0,0.0,0,1
834,16,station_8,8,76.931,1.25,0.35,1,0
834,16,station_19,19,80.887,1.25,0.9,1,0
834,16,station_25,25,18.805,0.9,0.666,1,0
834,16,station_28,28,47.707,0.9,0.755,1,0
835,49,outside,0,0.0,0.0,0.0,0,1
835,49,station_8,8,135.961,1.25,0.35,1,0
835,49,station_19,19,172.569,1.25,0.9,1,0
835,49,station_25,25,123.496,0.9,0.666,1,0
835,49,station_28,28,59.633,0.9,0.755,1,0
836,63,outside,0,0.0,0.0,0.0,0,1
836,63,station_8,8,30.308,1.25,0.35,1,0
836,63,station_19,19,74.577,1.25,0.9,1,0
836,63,station_25,25,78.28,0.9,0.666,1,0
836,63,station_28,28,64.16,0.9,0.755,1,0
837,74,outside,0,0.0,0.0,0.0,0,1
837,74,station_8,8,32.229,1.25,0.35,1,0
837,74,station_19,19,75.711,1.25,0.9,1,0
837,74,station_25,25,77.248,0.9,0.666,1,0
837,74,station_28,28,62.103,0.9,0.755,1,0
838,23,outside,0,0.0,0.0,0.0,0,0
838,23,station_8,8,90.334,1.25,0.35,1,0
838,23,station_19,19,112.064,1.25,0.9,1,0
838,23,station_25,25,55.093,0.9,0.666,1,0
838,23,station_28,28,9.747,0.9,0.755,1,1
839,22,outside,0,0.0,0.0,0.0,0,1
839,22,station_8,8,75.15,1.25,0.35,1,0
839,22,station_19,19,59.51,1.25,0.9,1,0
839,22,station_25,25,21.007,0.9,0.666,1,0
839,22,station_28,28,77.226,0.9,0.755,1,0
840,67,outside,0,0.0,0.0,0.0,0,1
840,67,station_8,8,75.235,1.25,0.35,1,0
840,67,station_19,19,63.443,1.25,0.9,1,0
840,67,station_25,25,16.514,0.9,0.666,1,0
840,67,station_28,28,71.834,0.9,0.755,1,0
841,23,outside,0,0.0,0.0,0.0,0,1
841,23,station_8,8,90.334,1.25,0.35,1,0
841,23,station_19,19,112.064,1.25,0.9,1,0
841,23,station_25,25,55.093,0.9,0.666,1,0
841,23,station_28,28,9.747,0.9,0.755,1,0
842,6,outside,0,0.0,0.0,0.0,0,0
842,6,station_8,8,98.145,1.25,0.35,1,0
842,6,station_19,19,113.947,1.25,0.9,1,0
842,6,station_25,25,48.196,0.9,0.666,1,0
842,6,station_28,28,21.955,0.9,0.755,1,1
843,48,outside,0,0.0,0.0,0.0,0,0
843,48,station_8,8,60.151,1.25,0.35,1,0
843,48,station_19,19,7.649,1.25,0.9,1,1
843,48,station_25,25,80.4,0.9,0.666,1,0
843,48,station_28,28,121.872,0.9,0.755,1,0
844,67,outside,0,0.0,0.0,0.0,0,1
844,67,station_8,8,75.235,1.25,0.35,1,0
844,67,station_19,19,63.443,1.25,0.9,1,0
844,67,station_25,25,16.514,0.9,0.666,1,0
844,67,station_28,28,71.834,0.9,0.755,1,0
845,37,outside,0,0.0,0.0,0.0,0,1
845,37,station_8,8,68.494,1.25,0.35,1,0
845,37,station_19,19,27.417,1.25,0.9,1,0
845,37,station_25,25,59.272,0.9,0.666,1,0
845,37,station_28,28,109.137,0.9,0.755,1,0
846,64,outside,0,0.0,0.0,0.0,0,0
846,64,station_8,8,88.473,1.25,0.35,1,0
846,64,station_19,19,113.427,1.25,0.9,1,0
846,64,station_25,25,60.627,0.9,0.666,1,0
846,64,station_28,28,4.372,0.9,0.755,1,1
847,39,outside,0,0.0,0.0,0.0,0,0
847,39,station_8,8,57.569,1.25,0.35,1,0
847,39,station_19,19,15.638,1.25,0.9,1,1
847,39,station_25,25,95.59,0.9,0.666,1,0
847,39,station_28,28,131.33,0.9,0.755,1,0
848,5,outside,0,0.0,0.0,0.0,0,1
848,5,station_8,8,100.125,1.25,0.35,1,0
848,5,station_19,19,116.708,1.25,0.9,1,0
848,5,station_25,25,51.061,0.9,0.666,1,0
848,5,station_28,28,20.857,0.9,0.755,1,0
849,1,outside,0,0.0,0.0,0.0,0,1
849,1,station_8,8,70.31,1.25,0.35,1,0
849,1,station_19,19,20.578,1.25,0.9,1,0
849,1,station_25,25,73.376,0.9,0.666,1,0
849,1,station_28,28,121.38,0.9,0.755,1,0
850,62,outside,0,0.0,0.0,0.0,0,0
850,62,station_8,8,101.631,1.25,0.35,1,0
850,62,station_19,19,125.187,1.25,0.9,1,0
850,62,station_25,25,66.178,0.9,0.666,1,0
850,62,station_28,28,10.43,0.9,0.755,1,1
851,17,outside,0,0.0,0.0,0.0,0,0
851,17,station_8,8,63.784,1.25,0.35,1,0
851,17,station_19,19,70.418,1.25,0.9,1,0
851,17,station_25,25,27.153,0.9,0.666,1,1
851,17,station_28,28,50.824,0.9,0.755,1,0
852,15,outside,0,0.0,0.0,0.0,0,1
852,15,station_8,8,76.282,1.25,0.35,1,0
852,15,station_19,19,40.814,1.25,0.9,1,0
